track,frame,x,y,class,width,height,confidence
1,6,1162,438,car,81,60,0.9593597153822581
3,6,636,277,car,74,42,0.861423671245575
4,6,416,253,car,65,29,0.8992541333039602
1,7,1138,434,car,86,63,0.9636203306061881
3,7,642,274,car,74,42,0.8682491864476886
4,7,389,257,car,65,29,0.9019147072519574
1,8,1112,431,car,90,64,0.9612525999546051
3,8,649,272,car,72,41,0.8748694285750389
4,8,361,262,car,64,28,0.8960687816143036
1,9,1088,427,car,89,61,0.9587457709842258
3,9,659,269,car,72,41,0.8781488471561008
4,9,333,265,car,65,28,0.8966016835636563
1,10,1066,423,car,88,58,0.9585320174694061
3,10,669,269,car,73,41,0.8851172924041748
4,10,304,269,car,69,30,0.900421142578125
1,11,1043,422,car,91,58,0.9490185163237832
3,11,680,268,car,71,40,0.8883688124743375
4,11,275,275,car,68,29,0.9003127325664867
1,12,1021,421,car,94,58,0.9518084575732549
3,12,689,265,car,70,39,0.8892714977264404
4,12,243,280,car,73,31,0.8965071886777878
1,13,1000,418,car,94,56,0.9548663176023043
3,13,698,263,car,69,38,0.8911784337117121
4,13,213,286,car,73,31,0.897469869026771
1,14,979,415,car,95,55,0.9565590960638863
3,14,708,262,car,69,37,0.891825088432857
4,14,182,291,car,76,32,0.874331282717841
1,15,958,412,car,101,58,0.9588748852411906
3,15,718,260,car,72,39,0.8950449585914612
4,15,155,295,car,77,33,0.874331282717841
1,16,939,409,car,99,55,0.9605614691972733
3,16,728,257,car,73,39,0.8973350934684277
1,17,921,406,car,98,53,0.9620112601448508
3,17,738,253,car,70,37,0.8990931510925293
1,18,904,401,car,101,54,0.9635639985402426
3,18,748,250,car,69,37,0.9021832843621572
1,19,887,399,car,100,52,0.9650403543522483
3,19,759,247,car,69,36,0.9033624027904711
1,20,869,396,car,99,51,0.9663222998380661
3,20,768,247,car,71,37,0.9012312561273574
1,21,853,396,car,99,50,0.967431093965258
3,21,776,244,car,70,37,0.9020815378143674
1,22,837,395,car,102,51,0.9682495214722373
3,22,788,244,car,67,35,0.9020389968698675
1,23,822,394,car,104,51,0.9691505354383717
3,23,798,244,car,68,35,0.9043956865435061
1,24,808,392,car,107,53,0.9697499970595042
3,24,808,242,car,69,36,0.9060563171903292
1,25,794,390,car,108,52,0.9706850552558899
3,25,817,240,car,67,35,0.9070978832244873
1,26,781,389,car,107,52,0.9712805266563709
3,26,825,237,car,70,37,0.8984261200978205
1,27,768,388,car,107,52,0.9717763176670781
3,27,834,236,car,70,37,0.8984261200978205
1,28,757,385,car,105,50,0.9714753585202354
1,29,744,383,car,104,49,0.9720046849086367
1,30,732,381,car,104,48,0.9718889315923055
1,31,723,381,car,104,48,0.9723335908305261
1,32,713,379,car,111,51,0.9728337042033672
1,33,704,377,car,105,48,0.9732284491712396
1,34,696,376,car,102,47,0.9734951310298022
1,35,684,375,car,103,48,0.9736497623579843
1,36,674,375,car,102,48,0.9739730490578545
1,37,666,372,car,101,47,0.9735217400499292
1,38,657,371,car,101,47,0.9737143987103513
1,39,649,368,car,102,48,0.9733631580303876
1,40,642,366,car,100,47,0.9736236497759819
1,41,634,364,car,97,45,0.9729162091162147
1,42,627,362,car,95,45,0.9721972984927041
1,43,621,362,car,98,46,0.9704539803571479
1,44,615,360,car,96,46,0.9697211980819702
1,45,608,357,car,95,46,0.9695302618874444
1,46,601,355,car,94,46,0.9697524736756864
1,47,594,353,car,93,46,0.9682445982669262
1,48,587,349,car,88,44,0.9633829854428768
1,49,582,346,car,87,44,0.9630740467382937
1,50,578,343,car,88,46,0.963079240322113
1,51,574,341,car,87,46,0.9628481935052311
1,52,570,339,car,84,46,0.9631072363028159
1,53,568,336,car,81,45,0.963553416279127
5,53,652,212,car,46,26,0.8026567796866099
1,54,567,334,car,79,45,0.9637128710746765
5,54,639,214,car,50,28,0.8108202304158892
1,55,565,331,car,76,44,0.9615970459851352
5,55,626,216,car,47,26,0.8219288885593414
1,56,562,328,car,75,44,0.9606461652687618
5,56,611,220,car,46,25,0.8253076407644484
1,57,560,326,car,73,44,0.9603436704267535
5,57,597,223,car,50,27,0.8243721842765808
1,58,560,324,car,68,42,0.9598200064280937
5,58,580,224,car,54,29,0.8330908092585477
1,59,560,321,car,64,40,0.9589392431711746
5,59,564,226,car,56,29,0.8354641646146774
1,60,560,318,car,62,40,0.95807091097037
5,60,549,227,car,55,29,0.8448334427980276
1,61,561,314,car,61,40,0.9573324498583059
5,61,533,229,car,58,30,0.8514579491955894
1,62,563,311,car,63,42,0.955948414341096
5,62,515,230,car,59,31,0.8473889589309692
1,63,566,308,car,59,40,0.9558838728874449
5,63,498,233,car,59,30,0.8514248095452785
1,64,570,306,car,59,40,0.9560786504298449
5,64,480,236,car,58,29,0.8514965772628784
1,65,573,305,car,58,40,0.9563735283338106
5,65,461,239,car,63,31,0.8539040552245246
6,65,648,209,car,66,34,0.7702508072058359
1,66,579,302,car,57,39,0.9565604175582076
5,66,441,242,car,66,33,0.8551387410414847
6,66,631,212,car,65,33,0.789905675819942
1,67,585,301,car,55,38,0.9565636853673565
5,67,421,246,car,64,31,0.8588385969400406
6,67,613,216,car,66,34,0.7834577113389969
1,68,590,298,car,55,37,0.9565554567996193
5,68,401,249,car,67,32,0.8633856290862674
6,68,596,217,car,68,34,0.7879633108774821
1,69,597,295,car,55,37,0.9560175468956215
5,69,380,252,car,66,31,0.8677685098214583
6,69,581,221,car,68,34,0.7962890148162842
1,70,602,291,car,55,36,0.956065114906856
5,70,358,254,car,73,35,0.869493948376697
6,70,570,222,car,68,33,0.7993919686837629
1,71,609,289,car,56,37,0.9559093327589439
5,71,335,258,car,73,35,0.8716859593987465
6,71,551,224,car,69,33,0.8122459451357523
1,72,618,287,car,55,36,0.955762012137307
5,72,307,262,car,75,35,0.8742723941802979
6,72,534,226,car,71,34,0.8134517853076642
1,73,626,284,car,56,36,0.955656887733773
5,73,284,265,car,78,37,0.876457922733747
6,73,511,227,car,73,35,0.8009378399167743
1,74,635,281,car,56,36,0.9543893659437025
5,74,262,268,car,74,35,0.8791517217954
6,74,497,229,car,77,37,0.8105426828066508
1,75,645,278,car,53,33,0.9539362891515096
5,75,237,272,car,78,37,0.8815205501658576
6,75,481,231,car,78,37,0.8197714313864708
1,76,652,276,car,55,34,0.9521279240909376
5,76,211,275,car,79,37,0.8816169150944414
6,76,463,234,car,82,38,0.8210772451232461
1,77,661,274,car,58,36,0.9487042488989892
5,77,190,278,car,80,37,0.8816169150944414
6,77,442,236,car,86,40,0.819885081715054
1,78,670,272,car,57,35,0.9478200651132144
6,78,423,241,car,84,39,0.812008449905797
1,79,679,269,car,56,35,0.9476066435439677
6,79,410,246,car,89,39,0.8016498923301697
1,80,689,268,car,55,33,0.947085752338171
6,80,386,249,car,92,41,0.7984643947510492
1,81,699,266,car,58,35,0.9458171121868086
6,81,366,251,car,97,43,0.8027504980564117
1,82,706,264,car,59,36,0.9427578274796649
6,82,350,254,car,101,43,0.8024089440055515
1,83,717,261,car,56,34,0.9417096268699829
6,83,334,257,car,103,44,0.8024089440055515
1,84,726,259,car,56,33,0.9410520025662014
1,85,737,255,car,58,34,0.9402613506597631
1,86,746,253,car,57,33,0.9403479411158451
1,87,757,252,car,55,32,0.940375814492675
1,88,766,251,car,54,32,0.9397254918109287
1,89,776,250,car,54,31,0.9395221103443189
1,90,785,249,car,54,31,0.9389819317393833
8,90,629,215,car,60,27,0.8044809401035309
1,91,796,247,car,55,32,0.9372534764992012
8,91,614,218,car,64,29,0.79344071660723
1,92,806,246,car,54,32,0.9354787592006766
8,92,599,221,car,59,27,0.7577892914414406
1,93,816,243,car,55,32,0.932742230994727
8,93,582,223,car,64,29,0.761549174785614
1,94,825,242,car,52,30,0.9289883730259347
8,94,564,224,car,63,29,0.7661174952983856
1,95,833,239,car,51,30,0.9250735521316529
8,95,547,226,car,64,30,0.7689296657388861
1,96,842,237,car,51,30,0.9250735521316529
8,96,528,229,car,62,28,0.7492186427116394
8,97,505,231,car,62,29,0.7448334693908691
8,98,486,233,car,64,30,0.7430859548704964
8,99,463,235,car,63,31,0.727229634920756
8,100,446,238,car,64,31,0.727229634920756
10,100,575,210,car,213,85,0.9578814705212911
10,101,552,213,car,220,87,0.9611796481268746
10,102,530,216,car,229,90,0.9612802267074585
10,103,504,221,car,239,93,0.9590364363458421
10,104,480,225,car,258,99,0.9603077828884125
10,105,462,227,car,263,100,0.9617879986763
10,106,439,229,car,283,108,0.9608126233021418
10,107,418,233,car,282,106,0.9602475395569434
10,108,388,236,car,287,107,0.9566893109253475
10,109,368,241,car,292,106,0.9573739131291708
10,110,340,245,car,308,110,0.9571560472249985
10,111,320,247,car,318,112,0.9561410826795241
11,111,642,220,car,48,22,0.7691841622193655
10,112,282,252,car,335,118,0.9455305702156491
11,112,623,224,car,51,23,0.7908896292958941
10,113,258,255,car,342,120,0.9455305702156491
